"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0032508","DNA duplex unwinding","68/7994","78/14868",2.90214567761133e-10,1.57428211439153e-07,1.24389574067188e-07,"RECQL/UPF1/DDX11/MNAT1/MRE11/RFC2/RAD51/POLQ/MCM2/MCM6/XRCC5/DDX1/CDC45/MCM5/ASCC2/CHD8/NBN/MCM4/ERCC2/SETX/TWNK/RECQL5/RFC5/MCM9/MCM3/ASCC3/SUB1/RAD50/WRNIP1/DTD1/MCM8/HELB/CHTF18/POT1/GINS2/TOP2A/DHX30/IGHMBP2/RFC3/FBH1/ANXA1/DHX9/BRIP1/DSCC1/HMGA1/ASCC1/DNA2/PIF1/GTF2H2/G3BP1/SUPV3L1/RECQL4/ERCC3/HELQ/RFC4/WRN/MCM7/NAV2/DHX36/RUVBL1/GINS3/RUVBL2/PURA/FANCM/XRCC6/RAD54B/BLM/DDX3X",68
"GO:0032392","DNA geometric change","72/7994","84/14868",4.75514930046386e-10,2.25053282995915e-07,1.77822524682015e-07,"RECQL/UPF1/DDX11/MNAT1/MRE11/HMGB3/RFC2/RAD51/POLQ/MCM2/MCM6/XRCC5/DDX1/CDC45/MCM5/ASCC2/CHD8/NBN/MCM4/ERCC2/SETX/TWNK/RECQL5/RFC5/MCM9/MCM3/ASCC3/SUB1/RAD50/ZRANB3/HNRNPA2B1/WRNIP1/DTD1/MCM8/HELB/CHTF18/MTERF1/POT1/GINS2/TOP2A/DHX30/IGHMBP2/RFC3/FBH1/ANXA1/DHX9/BRIP1/DSCC1/HMGA1/ASCC1/DNA2/PIF1/GTF2H2/G3BP1/SUPV3L1/RECQL4/ERCC3/HELQ/RFC4/WRN/MCM7/NAV2/DHX36/RUVBL1/GINS3/RUVBL2/PURA/FANCM/XRCC6/RAD54B/BLM/DDX3X",72
"GO:0006261","DNA-templated DNA replication","123/7994","159/14868",4.98070092129417e-10,2.25053282995915e-07,1.77822524682015e-07,"RECQL/UPF1/LIG3/DBF4/REV3L/WIZ/BRCA1/DDX11/POLA2/MRE11/RTF2/RFC1/BOD1L1/RRM2B/RFC2/RAD51/POLQ/POLD1/WDR18/MCM10/NUCKS1/MCM2/TIPIN/MCM6/POLD3/THOC1/EXD2/ZMPSTE24/ATRX/ORC1/CDC45/CDC6/CDC7/POLRMT/MCM5/SAMHD1/METTL4/RBBP8/POLA1/NBN/MCM4/CCNE1/LIG1/TWNK/RECQL5/ZPR1/RFC5/TIMELESS/MCM9/FBXO5/MCM3/GMNN/RAD50/BCL6/ORC2/ORC4/ZRANB3/WRNIP1/MGME1/MCM8/HELB/CHTF18/INO80/POLN/GINS2/RPA1/TERF2/PCNA/RFC3/FBH1/ORC3/KAT7/CDK9/DSCC1/HMGA1/ZNF365/DNA2/SMARCAL1/BARD1/BRCA2/POLG/TICRR/PARP1/ETAA1/MMS22L/TERF1/CIZ1/EME1/DONSON/TONSL/RECQL4/LRWD1/TOPBP1/RFC4/PRIMPOL/ORC5/WRN/E2F7/MCM7/FAM111A/ENDOG/RRM1/CDT1/TK1/RFWD3/FEN1/CENPX/SLFN11/NOC3L/ATR/ATAD5/POLE/GINS3/ALYREF/TRAIP/PURA/FANCM/BLM/MCMBP/PRIM1/WDHD1/BAZ1A/DACH1",123
"GO:0044772","mitotic cell cycle phase transition","293/7994","430/14868",5.28028483650546e-10,2.25053282995915e-07,1.77822524682015e-07,"MAD1L1/CDC27/KMT2E/DBF4/E2F2/PKD1/ZNF207/ANLN/BRCA1/MBTPS2/TACC3/BID/MNAT1/MRE11/SPAST/PIAS1/CUL3/SPDL1/TPR/RRM2B/ARID1B/FOXN3/ANAPC4/CUL1/CDK14/CDK17/CTDP1/BCAT1/TAF2/SMARCD1/TRIP13/CHFR/SMARCE1/CLASP1/GTSE1/DLG1/JADE1/UBE2A/CDC14A/DNM2/SMARCA2/RBL1/CDC14B/ZNF324/ORC1/ZW10/UIMC1/AURKA/ANAPC5/MAP3K20/CLSPN/CDC6/CDC23/WAC/CDC7/KLHL22/FBXO7/E2F1/RBBP8/PIM2/CDK16/RGCC/FBXO31/GSPT1/RBL2/RAB11A/NBN/ERCC2/CCNE1/FZR1/CDK6/EZH2/BCL7B/CUL2/CCNY/RAD51C/RPS6KB1/SMARCD2/ZPR1/CCND1/AMBRA1/CDKN1B/FBXO5/E2F3/CCND3/TTK/CCNG1/RAD50/KLHL18/NEK11/EIF4G1/ACVR1/ID2/RHOU/MAD2L2/MIIP/CDK18/CDC20/SYF2/ARID1A/CENPF/RPA2/KIF14/PKD2/CCND2/CPSF3/NEK6/PPP6C/VPS4B/DUSP1/MASTL/KHDRBS1/INHBA/ECD/ZWINT/STIL/BTN2A2/MAD2L1BP/CDKN1A/PCID2/DLGAP5/HSPA2/PKMYT1/SMARCA4/PSMG2/INO80/CDKN1C/PHF10/CDC16/LATS1/ANKRD17/VPS4A/NES/DPF2/CCNB1/CDC73/CCNH/APC/ANXA1/CCNJL/TAOK3/RINT1/ACVR1B/MDM2/USP37/APPL2/RNASEH2B/GPNMB/ACTL6A/KLF4/CDK5RAP2/MYC/RPS6/RDX/KNL1/BARD1/CDK15/HECW2/TMOD3/CENPE/PPP3CA/NABP2/RB1/CUL4A/CYP1A1/TICRR/MBTPS1/TP53/RPTOR/BRD4/APP/AKT1/NUF2/ENSA/DTL/DYNC1LI1/CTDSPL/CCNA2/SKP2/PLK2/EGFR/CDCA5/MEPCE/CHMP7/NFIB/INIP/NACC2/NPAT/ATM/CHEK1/TAOK2/ITGB1/LATS2/EPS8/ADAM17/CENPJ/CACUL1/RAD17/ANAPC1/BUB3/ADAMTS1/LSM11/BACH1/NSMCE2/BUB1B/CCNB2/APPL1/CUL4B/DONSON/NAE1/PRMT2/BRSK1/TAOK1/MRNIP/CCNF/NFIA/DDR2/ERCC3/CLASP2/TOPBP1/SPDYA/TPRA1/PBRM1/CDC25A/MAD2L1/RAD21/CDK5/MELK/DACT1/STOX1/E2F7/ZFYVE19/BRD7/CUL5/WEE1/PLK1/RRM1/DDB1/RFWD3/E2F6/MECP2/CRADD/SIN3A/BUB1/AVEN/USP47/PPM1D/PKIA/PLRG1/BCL2/RRM2/PTEN/KLF11/MTBP/SLFN11/SMARCC1/NABP1/PLK3/ZWILCH/CTDSP2/PPP2R2D/ATAD5/POLE/PIDD1/CTC1/RCC2/RCC1/RAD51B/UBE2E2/CACNB4/PLCB1/FBXL7/CHEK2/IQGAP3/KNTC1/FOXO4/PBX1/ZFP36L1/SIRT7/ARID2/ANAPC7/KANK2/BLM/ZNF655/TFDP1/CALM1/SMC5/E2F4/DPF3/TRIM71/PHB2/DDX3X/PRKDC",293
"GO:1901987","regulation of cell cycle phase transition","279/7994","409/14868",1.14875156483947e-09,4.56973372493141e-07,3.61070755011648e-07,"MAD1L1/KMT2E/DBF4/CRY1/PKD1/ZNF207/ANLN/BRCA1/MBTPS2/BID/MNAT1/MRE11/CUL3/NSUN2/SPDL1/TPR/USP28/RRM2B/ARID1B/RAD51/FOXN3/ANAPC4/ATP2B4/SMARCD1/TP53BP1/TRIP13/CHFR/SMARCE1/TIPIN/GTSE1/DLG1/JADE1/THOC1/CDC14A/SMARCA2/RBL1/CDC14B/ORC1/ZW10/UIMC1/AURKA/ANAPC5/MAP3K20/WDR76/CLSPN/CDC45/CDC6/CDC23/MSH2/WAC/CDC5L/CDC7/KLHL22/FBXO7/THOC5/TELO2/TTI1/E2F1/FAM83D/RBBP8/RGCC/FBXO31/RBL2/RAB11A/NBN/ERCC2/DOT1L/FZR1/CDK6/EZH2/BCL7B/RAD51C/SMARCD2/FBXW7/CCND1/PRPF19/AMBRA1/CDKN1B/TIMELESS/FBXO5/MAPK14/TTK/CCNG1/RAD1/RAD50/KLHL18/NEK11/EIF4G1/ACVR1/ID2/ATF2/FBXO6/MAD2L2/MIIP/CDC20/SYF2/ARID1A/CENPF/RPA2/KIF14/PKD2/CCND2/CPSF3/NEK6/VPS4B/DUSP1/INHBA/ECD/ZWINT/STIL/BTN2A2/MAD2L1BP/CDKN1A/PCID2/DLGAP5/HSPA2/PKMYT1/SMARCA4/PSMG2/EIF2AK4/INO80/TTI2/CDKN1C/PHF10/CDC16/ANKRD17/VPS4A/DPF2/CCNB1/CDC73/CCNH/CLOCK/APC/ANXA1/TAOK3/RINT1/MDM2/APPL2/RNASEH2B/GPNMB/BRIP1/ACTL6A/KLF4/CDK5RAP2/RDX/KNL1/DNA2/BARD1/HECW2/PARP9/TMOD3/CENPE/NABP2/BRCA2/RB1/CUL4A/CYP1A1/TICRR/MBTPS1/TP53/RPTOR/BRD4/APP/AKT1/TIPRL/NUF2/DTL/DYRK3/INTS7/ETAA1/FANCD2/DYNC1LI1/CTDSPL/PLK2/EGFR/CDCA5/MEPCE/TAF1/INIP/NACC2/ATM/CHEK1/TAOK2/ADAM17/CENPJ/RAD17/BUB3/ADAMTS1/EME1/LSM11/NSMCE2/BUB1B/PAXIP1/APPL1/CUL4B/CCAR2/DONSON/NAE1/PRMT2/BRSK1/TAOK1/MRNIP/DDR2/ERCC3/APBB2/TOPBP1/DTX3L/TPRA1/PBRM1/CDC25A/ATRIP/MAD2L1/RAD21/DACT1/STOX1/E2F7/ZFYVE19/BRD7/STXBP4/APBB1/WEE1/PLK1/RRM1/CDT1/DDB1/RFWD3/FEM1B/MECP2/ATF5/MN1/CRADD/SIN3A/BUB1/AVEN/USP47/ZNF16/PKIA/PLRG1/BCL2/RRM2/PTEN/MTBP/SLFN11/SMARCC1/NABP1/PLK3/ZWILCH/ATR/CTDSP2/ATAD5/PIDD1/MLF1/CTC1/RCC2/PTPN11/MAPK15/NPM1/RAD51B/UBE2E2/CACNB4/PLCB1/CEP63/CHEK2/KNTC1/FOXO4/PBX1/ZFP36L1/ARID2/ANAPC7/KANK2/BLM/ZNF655/TFDP1/DPF3/PHB2/DDX3X/ERCC6/PRKDC/CCNQ",279
"GO:0010639","negative regulation of organelle organization","234/7994","336/14868",1.39029826813883e-09,4.93389328778833e-07,3.89844284547537e-07,"GCLC/MAD1L1/SLC25A5/BAZ1B/ZNF207/BRCA1/ERCC1/HGF/MNAT1/SPDL1/CAPG/TPR/ARHGAP6/MAP4/LIMA1/MPHOSPH9/GDI2/WAPL/ARFGEF1/NAV3/RPS6KA2/TRIP13/TFRC/CLASP1/RAB7A/CAPZB/CARMIL1/SSH1/ATRX/WDR47/HUWE1/ZW10/ADD1/TPX2/ARHGAP28/SCFD1/HNRNPC/TINF2/KLHL22/TRIOBP/PICK1/MAPRE1/PSMD10/MID1/ARHGEF7/ACD/USP10/TSC2/NUBP1/CCP110/CORO2B/NBN/ARHGEF18/ANKRD27/MET/KANK1/TNKS2/STN1/PPIF/TRIM37/KAT2A/VAT1/CRACD/TBC1D30/MAK/FBXO5/TTK/SUB1/RAD1/RAD50/XRN1/KAT2B/APC2/SPTBN1/ARHGEF2/MAD2L2/CDC20/CENPF/CAMSAP2/DUSP1/CLU/TENT4B/PIK3CA/ZWINT/MAD2L1BP/BMP4/EML2/MKKS/PCID2/VIL1/LIF/POT1/PSMG2/CGNL1/TMOD2/TTBK2/BCL2L2/FGF13/GNL3L/PPFIA1/MAP1B/WDR44/TOP2A/RHPN2/PPARG/INPP5K/H3-3B/TERF2/SWAP70/CCNB1/FHOD3/APC/USP30/NAT10/CKAP2/TBC1D4/TMOD1/CDK5RAP2/YAP1/RDX/KNL1/TMOD3/TCHP/PIF1/BBS4/KATNB1/TOM1L1/SSH2/TP53/TBCD/SMAD4/AKT1/EVI5L/NUF2/PARP1/DYNC1LI1/PHLDB2/SLIT2/PIK3R1/TBC1D7/TERF1/GSN/ADD3/ATM/CHEK1/FEZ1/TWF1/EPS8/SLC25A4/PLEKHH2/SMARCA5/BUB3/FLCN/BUB1B/DYRK1A/RHPN1/WASF2/F11R/PINK1/DMTN/TAOK1/LMNA/SHANK1/CCNF/H3-3A/LMOD1/CLASP2/PRKCD/MAD2L1/DLC1/RAD21/TMEM67/MID1IP1/GHITM/BMERB1/TERF2IP/PLK1/ACAA2/PRRT2/SLC25A6/BUB1/S1PR1/FEZ2/MTM1/BCL2L1/EXOSC10/MTBP/WASHC2C/CORO1B/DCP2/SSH3/TNKS/SPTBN2/ZWILCH/ERCC4/TOM1L2/NUPR1/TMEM39A/BNIP3/BOK/SMCR8/FLII/CTC1/MYADM/PAK2/NPM1/RNF41/CEP97/CAV3/LIMK2/KNTC1/ARAP1/KIF24/MAPT/FZD9/SLX4/LRRK2/GMFB/SRC/KANK2/SVIL/SPTAN1/LPAR1/MTOR/OPA1/CAPZA2/NBDY/EHMT2/SLC35F6/RBM14/TWF2/SHANK3/SEC22B/ATXN7",234
"GO:0033044","regulation of chromosome organization","176/7994","243/14868",1.4056676033585e-09,4.93389328778833e-07,3.89844284547537e-07,"MAD1L1/CDC27/UPF1/BAZ1B/ZNF207/NCAPD2/ERCC1/DDX11/TACC3/MNAT1/MRE11/NCAPH2/CUL3/SPDL1/TPR/ARID1B/ANAPC4/WAPL/RNF4/SMARCD1/TRIP13/CHFR/SMARCE1/XRCC5/SMARCA2/ATRX/MAP3K4/ZW10/MAPKAPK5/ANAPC5/MAP3K20/HNRNPC/TINF2/CDC6/CDC23/KLHL22/MAPK1/YY1/CTCF/ACD/NBN/BCL7B/NSMCE4A/TNKS2/STN1/SMARCD2/NCAPG/FBXO5/SENP6/TTK/SUB1/RAD50/ACTR8/XRN1/KAT2B/INO80D/CCT4/MAD2L2/UCHL5/CDC20/NEK2/ARID1A/CENPF/NEK6/SLF2/DUSP1/TCP1/NCAPH/TENT4B/HNRNPA2B1/ZWINT/MAD2L1BP/PCID2/DLGAP5/SMARCA4/POT1/PSMG2/INO80/PHF10/GNL3L/CDC16/TRIM28/DKC1/TOP2A/H3-3B/TERF2/SLF1/MORC2/DPF2/CCNB1/PPHLN1/APC/NAT10/CCT7/SETDB2/ACTL6A/SMC2/CDK5RAP2/MYC/NUMA1/KNL1/HECW2/CENPE/NABP2/RB1/PIF1/PARN/NUF2/SETDB1/PARP1/DYNC1LI1/NAF1/GTF2H2/CCT6A/NCAPG2/MCPH1/HMBOX1/TERF1/ATM/CCT5/NEK7/NCAPD3/ANAPC1/SMARCA5/BUB3/CCT8/NSMCE2/BUB1B/SMG1/SMC6/H3-3A/CCT3/GNL3/PBRM1/TASOR/MAD2L1/RAD21/BRD7/CCT2/ATF7IP2/TERF2IP/PLK1/CTNNB1/FEN1/AXIN2/BUB1/NFRKB/ATF7IP/EXOSC10/TRAPPC12/DCP2/KAT5/TNKS/SMARCC1/LIG4/ZWILCH/RESF1/DHX36/ATR/ERCC4/RUVBL1/CTC1/MAPK15/RUVBL2/KNTC1/MAPT/USP7/MCRS1/SLX4/ARID2/MPHOSPH8/ANAPC7/SRC/SMC5/SMG5/DPF3",176
"GO:0001667","ameboidal-type cell migration","272/7994","399/14868",2.05660558221838e-09,6.81764750505394e-07,5.38686339342465e-07,"SEMA3F/PLXND1/SOX8/ITGA3/PAFAH1B1/PIK3C2A/ANLN/DCN/SEMA3B/SNAI2/ADGRA2/GRN/FUT8/MAP2K3/FLT4/HDAC9/KITLG/BCAR1/PIK3CB/ATP2B4/HDAC7/PKN2/SP100/RHOA/ROCK1/HYAL2/MAP4K4/SCARB1/CLASP1/SEMA3A/SEMA3C/PTPN23/FGFR1/FAP/TNS1/CEACAM1/MEF2C/WNT11/PXN/EFNB1/APOH/SEMA6A/RFFL/TGFB2/EPB41L4B/SIRT1/ABL1/NRP1/PPM1F/CARD10/PATZ1/HMOX1/MYH9/LGMN/HIF1A/ARHGAP5/CD40/FERMT1/TIMP1/SRPX2/ARHGEF7/RGCC/RAB11A/SYDE1/GPI/PRKD2/TGFB1/MEGF8/PIK3CG/PTN/MET/TGFBR1/KANK1/PDLIM1/ACTA2/C1QBP/HDAC5/SMURF2/FBXW7/CORO1C/ATP5F1B/SASH1/PPARD/NR2E1/SRF/SEMA5A/HBEGF/SPARC/ARSB/AMOTL2/PDCD10/WNT5A/FOXP1/EPB41L5/ACVR1/ITGA4/RTN4/FN1/NFE2L2/LGALS8/AKT3/PIK3R3/NRP2/GNA13/PIK3CA/GLIPR2/PKN1/GIPC1/NR4A1/ACVR1C/AGO2/PLCG1/SNAI1/RREB1/EFNB2/BMP4/SOX9/OVOL2/ID1/AMOT/RRAS/STAT5A/RHOJ/MACF1/VIL1/AAMP/SMO/LAMA5/AKAP12/CAP1/CAPN7/PPARG/SERPINF1/ITGB4/RIN2/STARD13/LOXL2/ROCK2/ETS1/ANXA1/P2RX4/ACVR1B/SEMA4F/GLUL/APPL2/EDNRB/KLF4/DAB2IP/ENPP2/CCN3/PRCP/THBS1/SEMA6D/CYP1B1/SEMA7A/FGF2/ACVRL1/IQGAP1/CDH13/PDPK1/BCAS3/SMAD4/AKT1/EPHA2/PIP5K1A/DUSP10/RHOB/WDPCP/IQSEC1/PTPRG/SLIT2/PLK2/DAAM2/TPBG/GPC3/DOCK5/NOTCH1/MTA2/ITGB1/ARID5B/DOCK1/FER/EDNRA/ADAM17/ATP5F1A/GJA1/PTPRR/NUS1/SEMA3D/ANGPT1/PRKCA/MIA3/BAG4/PAXIP1/APPL1/BRAF/WASF2/DMTN/STC1/PKN3/CYGB/LRP5/PLPP3/DDR2/FSTL1/TGFBR2/CLASP2/ADAMTS9/ITGA2/BMPER/NOS3/ARF6/JCAD/AMOTL1/SPRED1/SGPL1/ILK/GREM1/MAPRE2/SEMA6B/ADAM9/SEMA4C/ATOH8/MECP2/PTK2/ZEB2/ROBO1/CDH2/HAS2/NRTN/PRKCE/MCC/PIK3CD/PLEKHG5/PTEN/SCG2/CORO1B/PTPRM/FUT1/RIC8A/ERBB4/RCC2/CALR/PTPN11/GATA2/EGR3/CCBE1/PRKX/PRKD1/PTP4A3/SEMA4B/SP1/YTHDF3/IRS2/SEMA4D/NANOS1/TMEM201/EVL/EPHB4/NF1/ANXA6/SRC/KANK2/DPP4/MTOR/MAP3K3/BMPR2/ZNF580/EMP2/AQP1/ITGB3/SRGAP2",272
"GO:0007059","chromosome segregation","268/7994","394/14868",3.77582438095061e-09,1.18580758321749e-06,9.36948332536165e-07,"MAD1L1/CDC27/SLC25A5/BAZ1B/ZNF207/NCAPD2/BRCA1/TACC3/MRE11/NCAPH2/CENPQ/CUL3/SPDL1/TPR/ARID1B/ANAPC4/PUM2/MSH4/NDC1/WAPL/RNF4/SMARCD1/ASPM/STAG3/RHOA/KIF2A/CSNK2A2/RAD18/TRIP13/SMC1A/CHFR/SMARCE1/CLASP1/MLH1/TOP2B/ZCWPW1/KIF22/SMARCA2/PIBF1/CHMP2B/MAPRE3/SEH1L/CHMP5/ZW10/AURKA/TPX2/ANAPC5/KIF4A/MAP3K20/CDC6/CDC23/SRPK1/KLHL22/TOP3B/CENPM/CCNB1IP1/MYBL2/CSNK2A1/KIF3B/MAPRE1/FAM83D/CEP192/RIOK3/STAG2/CENPI/CENPT/CTCF/RAB11A/ARHGEF10/ERCC2/AKAP8/CCNE1/PPP2R1A/BCL7B/LZTS2/BCCIP/SMC3/KPNB1/RECQL5/SMARCD2/NCAPG/FBXO5/SENP6/TTK/TENT4A/NR3C1/KAT2B/ECT2/TTL/ACTR3/CHMP3/WRAP73/PHF13/MAD2L2/CDC20/NEK2/NSL1/ARID1A/CENPF/STAG1/KIF14/NEK6/VPS4B/MLH3/DUSP1/NUP43/CENPL/NCAPH/KIF18A/ZWINT/STIL/HJURP/USP9X/MAD2L1BP/TUBGCP3/PCID2/DLGAP5/SMARCA4/PSMG2/INO80/KNSTRN/MAU2/PHF10/CDC16/MAP1S/TUBGCP2/CEP85/LATS1/CHMP1A/TUBG1/TOP2A/RAN/VPS4A/TEX15/DPF2/CCNB1/ARL8B/PUM1/AGO4/APC/SETDB2/BRIP1/ACTL6A/SMC2/CDK5RAP2/NUMA1/KIF23/KNL1/HAUS2/TUBGCP4/GTF2B/ACTR2/CENPO/KIF11/HECW2/CENPE/PRICKLE1/RB1/KATNB1/NCOR1/CSNK1D/P3H4/ITGB3BP/KIF2C/NUF2/EML4/CIAO1/DIS3L2/FANCD2/DYNC1LI1/CDCA5/TLK2/NCAPG2/CHMP7/TERF1/HAUS6/NTMT1/MKI67/ATM/EML3/DSN1/NEK7/NCAPD3/CENPU/CENPJ/HAUS1/CENPH/ANAPC1/SMARCA5/BUB3/MMS19/FMN2/NSMCE2/BUB1B/CCNB2/MIS18A/STARD9/RACGAP1/SMC6/SMARCAD1/SGO2/CLASP2/SPDYA/PBRM1/MAD2L1/NIPBL/RAD21/SUN1/WASHC5/SHOC1/SKA3/ABRAXAS2/BRD7/CENPN/NDEL1/PLK1/MAPRE2/CDT1/KIFC2/MIS12/DDB1/SAC3D1/RGS14/BUB1/CENPX/ESCO2/TRAPPC12/PTEN/KAT5/TNKS/SMARCC1/ZWILCH/DCTN2/CHMP6/RMDN1/TOP3A/RCC2/RCC1/MEIOC/MAPK15/CEP97/SKA2/CEP63/CHEK2/KNTC1/CDCA2/DRG1/KLHDC8B/SIRT7/CENPP/ARID2/ANAPC7/FLNA/DYNC1H1/UVRAG/TLK1/CCDC69/CHAMP1/SMC5/TOP1/PRC1/EHMT2/BAG6/MZT1/DPF3/MAP10/DDX3X/HAUS5",268
"GO:0010506","regulation of autophagy","231/7994","335/14868",7.18927876790203e-09,2.14492132040357e-06,1.69477787375964e-06,"SLC25A5/PIK3C2A/DCN/CAPN1/HGF/RB1CC1/RRAGD/CLEC16A/ATP6V1H/VPS13D/PIK3CB/TAB2/ATG5/USP13/WNK1/LZTS1/CTSA/GNAI3/KDM4A/ROCK1/VPS35/NEDD4/CSNK2A2/SREBF1/USP33/GPR137B/LAMP3/PIK3C3/KEAP1/SESN1/MID2/GSK3B/ULK2/RRAGB/ZMPSTE24/CTTN/ATG16L1/DNM1L/SNX5/SPTLC1/EXOC1/RNF31/SCFD1/WAC/TREM2/SIRT1/ABL1/SH3GLB1/KLHL22/DEPDC5/FBXO7/TOM1/HMOX1/MTMR3/EP300/ATP6V1D/SPTLC2/HIF1A/TRIB3/PIM2/CDK16/USP10/TSC2/SLC7A5/KAT8/HERC1/BMF/RIPK2/MTMR9/BNIP3L/RASIP1/MET/NOD1/MAPK8/CCNY/MTMR4/FBXW7/ATG2A/EIF4G2/AMBRA1/CAMKK2/TRIM38/EPM2A/DAP/TRIM23/NPRL2/SNX4/ATP6V1A/EIF4G1/HTRA2/RAB3GAP1/TMEM59/QSOX1/PARK7/LEPR/EXOC8/RRAGC/ATF6/FOXO3/RAB3GAP2/TRIM6/PIK3CA/CISD1/VPS26A/OPTN/ATG101/CAPNS1/ATG14/WDR24/VPS13C/SNX6/SH3BP4/SESN2/EXOC4/TRIM5/PRKAA1/TBC1D14/UBQLN1/USP30/MAP3K7/DRAM1/GATA4/USP20/RMC1/NPC1/TP53/RPTOR/FOXK2/TRIM65/AKT1/ABL2/MCL1/HAX1/ATP6V1C2/RALB/RUBCN/CISD2/PLK2/ATG12/TLK2/ATP6V1B2/MTDH/C9orf72/SNX30/ATM/FEZ1/PIP4K2A/FOXO1/ITPR1/SLC25A4/BAG3/HSPB8/SCOC/FBXL2/FLCN/ATP6V1C1/LARP1/RAB39B/EEF1A1/TAB3/PINK1/ATP6V0D1/GPSM1/UBQLN4/PRKAA2/SNX7/FZD5/IFI16/FYCO1/MFSD8/WDR41/CASP3/CDK5/FOXK1/DEPP1/TSC1/PLEKHF1/ENDOG/TRIM68/DAPK3/PAFAH1B2/MTCL1/STAT3/FEZ2/MTM1/TRIM8/BCL2/KAT5/PLK3/ATG13/ERCC4/NUPR1/TMEM39A/BNIP3/RNF152/BOK/SMCR8/ACER2/ULK1/WDR6/ERN1/SNX18/MAPK15/SETD2/RNF41/EXOC7/TBK1/PRKD1/ATP6V0A2/TPCN1/MAPT/LRRK2/SUPT5H/PIK3R4/DAPK1/MAGEA6/HTT/PSAP/SVIP/UVRAG/MTOR/SREBF2/EHMT2/TECPR1/STK38L/VDAC1/MAGEA3/CPTP/IRGM/ATP6V1E2/SEC22B",231
"GO:0046777","protein autophosphorylation","137/7994","186/14868",1.61242952031831e-08,4.58160330844732e-06,3.62008612606803e-06,"MAP3K9/CDKL5/MVP/MRE11/VRK2/FLT4/EIF2AK2/SLK/FGFR2/FGFR3/PPP2R5B/MARK2/STK10/MAP3K13/TXK/MARK3/FGFR1/PTPRC/STK17B/GSK3B/ULK2/CAD/AURKA/MAPKAPK5/MAP3K20/TYRO3/JAK2/ABL1/MKNK2/VRK1/STK4/RASSF2/PIM2/STK24/FLT1/EEF2K/NBN/PRKD2/CAV1/ENG/HTATIP2/CAMKK2/MAK/PRLR/RAD50/PDGFRB/MAPKAPK3/PIKFYVE/STK16/STK25/EPHA4/ERRFI1/NEK2/NEK6/RAP2A/MAP2K2/EIF2AK4/STK26/TAOK3/EPHA7/ACVR1B/GPNMB/RIPK1/MAP3K12/IGF1R/PDPK1/TOM1L1/MINK1/ERBB2/AKT1/CAMK2D/PDGFC/EGFR/TAF1/TNKS1BP1/PAK1/ATM/TAOK2/FER/UHMK1/CAMK4/IMPACT/TNIK/SMG1/DYRK1A/PINK1/ACE/TAOK1/FGFR4/DDR2/MAPKAPK2/LMTK2/WNK2/MELK/GREM1/CDK12/DAPK3/PTK2/SIK2/PDGFD/INSR/EIF2AK3/OXSR1/MAP3K11/PEAK1/MOB1B/ATR/ULK1/FAM20C/ERBB4/ERN1/PAK2/MAPK15/AATK/RAP2B/FES/EPHB3/MEX3B/CHEK2/PRKX/IRAK1/PRKD1/LRRK2/EPHB4/DAPK1/SRC/ENPP1/PIM3/NTRK1/STK39/CALM1/MTOR/GRK5/MAP3K3/DDR1/DDX3X/LYN",137
